text,label
Mohu slouži i když jsem po mozkové obrně,cerebral_palsy
Jak je to se zájemci kteří prodělali mozkovou obrnu,cerebral_palsy
Je mozková obrna překážkou pro vstup,cerebral_palsy
mozková obrna a služba v armádě,cerebral_palsy
se stát vojačkou i když jsem prodělala mozkovou obrnu,cerebral_palsy
Mám po obrně. Můžu sloužit v AZ,cerebral_palsy
Je možné sloužit v armádě když mám mozkovou obrnu,cerebral_palsy
Můžeš být v armádě když máš po mozkovou obrnu,cerebral_palsy
Dá se narukovat když trpím mozkovou obrnu,cerebral_palsy
Je povoleno sloužit v armádě s mozkovou obrnou,cerebral_palsy
Můžu se přihlásit do armáda když trpím mozkovou obrnou,cerebral_palsy
co když mám mozkovou obrnu,cerebral_palsy
Můžu sloužit armáda s ekzémem,psoriasis_and_eczema
Mohu sloužit v armáda s exzém,psoriasis_and_eczema
Jak je to s kožními nemocemi,psoriasis_and_eczema
žiji s ekzém,psoriasis_and_eczema
služba s exémem,psoriasis_and_eczema
Mohu se stát vojačkou i když trpím lupénkou,psoriasis_and_eczema
lupénka problém,psoriasis_and_eczema
Lze narukovat s ekzémem,psoriasis_and_eczema
Je možné sloužit když mám ekzém,psoriasis_and_eczema
Můžeš být v ačr když máš ekzém,psoriasis_and_eczema
Dá se narukovat když trpím ekzémem,psoriasis_and_eczema
Je povoleno sloužit v armádě s ekzémem,psoriasis_and_eczema
Můžu se přihlásit do armádyem když trpím ekzém,psoriasis_and_eczema
co když mám ekzém,psoriasis_and_eczema
Jak se armáda dívá na stav zubů u uchazečů,teeth
zuby,teeth
Musím mít dobré zuby,teeth
důležité pro přijetí zdravý chrup,teeth
špatné dásně,teeth
vypadávají mi zuby,teeth
mám blbé zuby,teeth
jsou nějaké nároky na zuby,teeth
mám špatné zuby,teeth
mám problémy se zubama,teeth
jaké musím mít zuby,teeth
mám špatný zuby,teeth
podmínky na zuby,teeth
podmínky na zuby jsou,teeth
Je krohnova nemoc problém pro službu v armádu,crohn_illness
krohnovu nemoc,crohn_illness
Je možné sloužit i když trpím krohnem,crohn_illness
kron a služba v armáda,crohn_illness
Je crohn vstupní překážkou,crohn_illness
Mohu se i se zánětem střev dostat do armáda,crohn_illness
Lze narukovat s krohnovu nemoc,crohn_illness
Je možné sloužit v armáda když mám krohnovu nemoc,crohn_illness
Můžeš být v armáda když máš krohnovu nemoc,crohn_illness
Dá se narukovat když trpím krohnovu nemoc,crohn_illness
Je povoleno sloužit v armáda s onemocněním tenkého střeva,crohn_illness
Můžu se přihlásit do armáda když trpím onemocněním tenkého střeva,crohn_illness
co když mám krohnovu nemoc,crohn_illness
mám krohnovu nemoc,crohn_illness
střeva nemoc,colon_inflammation
Jak je to s onemocněním střev a armáda,colon_inflammation
Mohu se stát vojákem i když trpím se střevami,colon_inflammation
Je problém onemocnění střev,colon_inflammation
nemoc ve střevech a služba,colon_inflammation
Onemocnění střev představuje překážku k přijetí do služebního poměru,colon_inflammation
Lze narukovat se zánětem zlustého střeva,colon_inflammation
Je možné sloužit v armáda když mám zánět tlustého střeva,colon_inflammation
Můžeš být v armáda když máš problémy s tlustým střevem,colon_inflammation
Dá se narukovat když trpím zánětem tlustého střeva,colon_inflammation
Je povoleno sloužit v armáda se zánětem tlustého střeva,colon_inflammation
Můžu se přihlásit do armáda když trpím zánětel tlustého střeva,colon_inflammation
co když mám zánět tlustého střeva,colon_inflammation
bezlepkovou dietu,gluten_free
s bezlepkovou dieta,gluten_free
Mohu být vojákem jako někdo na bezlepkové dieta,gluten_free
bezlepková dieta,gluten_free
sloužit s bezlepkovou dieta,gluten_free
jsem celiak,gluten_free
se stravovat bezlepkovou dieta jako vojačka,gluten_free
sloužit jako voják s režimem bezlepkové dieta,gluten_free
Přijímáte také uchazeče s režimem bezlepkové dieta,gluten_free
Lze narukovat s celiakií,gluten_free
Je možné sloužit v armáda když jsem bezlepkovou dietu,gluten_free
Můžeš být v armáda když máš bezlepkovou dietu,gluten_free
Dá se narukovat když trpím celiakií,gluten_free
Je povoleno sloužit v armáda s bezlepkovou dietu,gluten_free
Můžu se přihlásit do armáda když jsem bezlepkovou dietu,gluten_free
co když nemůžu lepek,gluten_free
jsem bezlepkovou dietu,gluten_free
můžu být voják jako bezlepkovou dietu,gluten_free
nemůžu lepek,gluten_free
mám bezlepkovou dietu,gluten_free
Jaké šance na přijetí s diagnózou vysokého krevního tlaku,high_blood_pressure
Mohu se stát vojačkou i když trpím vysokým krevním tlakem,high_blood_pressure
stát se vojákem s vysokým krevním tlakem,high_blood_pressure
vysoký krevní tlak,high_blood_pressure
sloužit s vysokým krevním tlakem,high_blood_pressure
Je problém vyšší krevní tlak,high_blood_pressure
Lze narukovat s vyšším tlakem,high_blood_pressure
Je možné sloužit v armáda když mám vysoký krevní tlak,high_blood_pressure
Můžeš být v armáda když máš vysoký krevní tlak,high_blood_pressure
Dá se narukovat když trpím vysokým tlakem,high_blood_pressure
Je povoleno sloužit v armáda s vyšším tlakem,high_blood_pressure
co když mám hodně vysoký tlak,high_blood_pressure
Je možné sloužit v armáda i se zhoršeným sluchem,bad_hearing
Berete i vojačky s horším sluchem,bad_hearing
Je špatný sluch problém pro přijetí do armády,bad_hearing
Mohu sloužit i když špatně slyším,bad_hearing
Mám zhoršený sluch můžu i tak sloužit,bad_hearing
špatný sluch,bad_hearing
zhoršený sluch,bad_hearing
Je možné sloužit v armáda když mám horší sluch,bad_hearing
Můžeš být v armáda když špatně slyšíš,bad_hearing
Dá se narukovat když trpím vadou sluchu,bad_hearing
Je povoleno sloužit v armáda se špatným sluchem,bad_hearing
Můžu se přihlásit do armáda když trpím zhoršeným sluchem,bad_hearing
co když blbě slyším,bad_hearing
Jsem po laserové operaci očí je to problém,laser_operation_of_eyes
laserová operace očí,laser_operation_of_eyes
Podstoupi jsem laserou operaci očí mohu se i tak stát vojákem,laser_operation_of_eyes
laserová operace očí a služba v armáda,laser_operation_of_eyes
Mám po laserové operaci očí mohu být přijat do armáda,laser_operation_of_eyes
operace očí a služba,laser_operation_of_eyes
Je možné sloužit v armáda po operaci očí,laser_operation_of_eyes
Mohu být v armáda po operaci očí,laser_operation_of_eyes
Je možné být v armáda s očním onemocněním,laser_operation_of_eyes
Existuje nějaká možnost sloužit po zákroku na očích,laser_operation_of_eyes
mám po laserové operaci očí,laser_operation_of_eyes
prodělal jsem operaci očí vadí to,laser_operation_of_eyes
je problém že mám po operaci zraku,laser_operation_of_eyes
Mohu mít v armáda speciální dieta režim,special_dietary_requirements
Je problém když budu mít speciální dieta režim,special_dietary_requirements
Mohu ve službě jíst speciální dieta,special_dietary_requirements
sloužit se speciální dieta,special_dietary_requirements
Mám nařízenou speciální dieta mohu se i tak stát vojačkou,special_dietary_requirements
Je možné být vojákem a stravovat se speciální dieta,special_dietary_requirements
Můžu sloužit a mít přitom speciální dieta režim,special_dietary_requirements
Můžu vstoupit do armáda s vyžadovaným dieta,special_dietary_requirements
Je možné být v armádě s dietou,special_dietary_requirements
Existuje šance nastoupit do armáda s omezeným stravováním,special_dietary_requirements
Mohu sloužit v armáda s omezenou stravou,special_dietary_requirements
Je možné být součástí armáda s určitým dietárním omezením,special_dietary_requirements
co když mám nějaké stravovací omezení,special_dietary_requirements
můžu s dietou do armády,special_dietary_requirements
přizpůsobí se mi armáda když mám jídelní omezení,special_dietary_requirements
Jak jsou u Vás posuzovány duševní poruchy a vady řeči,mental_and_communication_difficulties
duševní porucha,mental_and_communication_difficulties
špatně mluvím,mental_and_communication_difficulties
není mi rozumět,mental_and_communication_difficulties
mentální problémy,mental_and_communication_difficulties
řešíte u lékařské prohlídky vady řeči duševní poruchy,mental_and_communication_difficulties
voják s vadou řeči,mental_and_communication_difficulties
Mohu být ve službě s duševní poruchou,mental_and_communication_difficulties
Je možné nastoupit do armáda s psychickou poruchou,mental_and_communication_difficulties
Existuje šance sloužit v armáda s duševním onemocněním,mental_and_communication_difficulties
Můžu být v armáda s psychickým zdravotním stavem,mental_and_communication_difficulties
Je možné být součástí armáda s mentálními problémy,mental_and_communication_difficulties
Můžu být ve službě přestože mám duševní poruchu,mental_and_communication_difficulties
Je možné vojensky sloužit pokud mám duševní poruchu,mental_and_communication_difficulties
Je možné být vojákem se mentální poruchou,mental_and_communication_difficulties
vada řeči,mental_and_communication_difficulties
Jak je to s astmatem,asthma_and_allergies
mohu sloužit s alergií,asthma_and_allergies
mám sezónní alergie,asthma_and_allergies
mám silné jarní astma,asthma_and_allergies
trpím astmatem,asthma_and_allergies
mám alergie,asthma_and_allergies
mám silnou astma a alergie,asthma_and_allergies
mohu se stát vojákem armáda navzdory astmatu a alergie,asthma_and_allergies
Můžu do armáda s astma a alergie,asthma_and_allergies
Existuje šance nastoupit do armáda s astma a alergie,asthma_and_allergies
Je možné být součástí armáda s astma a alergie,asthma_and_allergies
Mohu sloužit v armáda s astma a alergie,asthma_and_allergies
Je možné nastoupit do služby s astma a alergie,asthma_and_allergies
Mám nebo musím přijít na lékařská prohlídka s brýlemi,health_check_eye_glasses
lékařská prohlídka a brýle,health_check_eye_glasses
nutnost brýlí pro lékařskou prohlídku,health_check_eye_glasses
lékařská prohlídka dioptrické brýle,health_check_eye_glasses
vzít si s brýle na lékařská prohlídka,health_check_eye_glasses
brýle,health_check_eye_glasses
dioptrické brýle,health_check_eye_glasses
Je možné sloužit v armádě s brýlemi,health_check_eye_glasses
Můžu nastoupit do armády i s brýlemi,health_check_eye_glasses
Mohu být vojákem přestože nosím brýle,health_check_eye_glasses
Je možné být vojákem i s brýlemi,health_check_eye_glasses
Je možné být voják s brýlemi,health_check_eye_glasses
Je v ačr možné sloužit s brýlemi,health_check_eye_glasses
Je možné být ve službě a mít brýle,health_check_eye_glasses
můžu mít brýle,health_check_eye_glasses
dieta a lékařská prohlídka,diet_prior_to_health_check
lékařská prohlídka jiná dieta,diet_prior_to_health_check
potřeba speciální dieta před lékařská prohlídka,diet_prior_to_health_check
co jíst před lékařská prohlídka,diet_prior_to_health_check
můžu pít před lékařská prohlídka,diet_prior_to_health_check
dieta předcházející lékařské prohlídce,diet_prior_to_health_check
Co bych neměl jíst a pít před lékařská prohlídka,diet_prior_to_health_check
Co mohu sníst před lékařská prohlídka,diet_prior_to_health_check
Jaké jídlo můžu konzumovat před lékařská prohlídka,diet_prior_to_health_check
Jaký druh potravy můžu konzumovat před lékařská prohlídka,diet_prior_to_health_check
Co bych měl jíst před lékařská prohlídka,diet_prior_to_health_check
Jaké potraviny můžu zkonzumovat před lékařská prohlídka,diet_prior_to_health_check
Co je dovoleno jíst před lékařská prohlídka,diet_prior_to_health_check
můžu snídat před lékařská prohlídka,diet_prior_to_health_check
můžu jíst před lékařskou prohlídkou,diet_prior_to_health_check
vousy,beards_and_moustaches
mohu mít dlouhé vousy,beards_and_moustaches
jak je to s vousy,beards_and_moustaches
Může mít voják armády knír,beards_and_moustaches
povolené fousy,beards_and_moustaches
vousy vojáků armáda,beards_and_moustaches
dlouhé vousy,beards_and_moustaches
Jaké vousy mohou mít vojáci,beards_and_moustaches
Můžou vojáci nosit fousy,beards_and_moustaches
Jaký typ vousy jsou povoleny u armádních příslušníků,beards_and_moustaches
Co se týče vousy jaké jsou u armáda povoleny,beards_and_moustaches
Můžou vojáci mít knír,beards_and_moustaches
Jaké typy vousy jsou povoleny u vojáků,beards_and_moustaches
Můžou armádní příslušníci nosit knír,beards_and_moustaches
Jak je to obecně s úpravou vlasů u vojáků a vojákyň v armáda,hair
jak dlouhé mohou být vlasy,hair
délka vlasů,hair
vlasy,hair
účes,hair
stříhat,hair
stříhání vlasů před narukováním do armáda,hair
zastřižení vlasů v armáda,hair
Jaké jsou pravidla pro vlasy v armáda,hair
Co se týče vlasů jaké jsou podmínky v armáda,hair
Co je povoleno ohledně vlasů v armáda,hair
Jaké vlasy jsou povoleny,hair
Mohu si nechat vlasy dlouhé,hair
Jaké vlasy mohu mít ve službě,hair
Jakou délku vlasů smím mít v armáda,hair
odstraňování tetování,tattoo_erasure
tetování odstranit,tattoo_erasure
kdy odstranit tetování,tattoo_erasure
kdy se zbavit tetování,tattoo_erasure
odstranit tetování před výcvikem v armáda,tattoo_erasure
tetování odstranění,tattoo_erasure
Musím si nechat odstranit tetování pro službu,tattoo_erasure
Je nutné odstranit tetování před službou,tattoo_erasure
Mám odstranit tetování pro vojenskou službu,tattoo_erasure
Můžu být ve službě s tetování,tattoo_erasure
Je potřeba odstranit tetování v armáda,tattoo_erasure
Je třeba si nechat tetování odstranit abych mohl sloužit,tattoo_erasure
Mám si nechat odstranit tetování pro působení v armádě,tattoo_erasure
se zahaleným tetování,service_with_covered_tattoo
mohu sloužit se zahaleným tetování,service_with_covered_tattoo
mám skryté tetování,service_with_covered_tattoo
tetování na zádech,service_with_covered_tattoo
tetování na zadku,service_with_covered_tattoo
tetování které není vidět,service_with_covered_tattoo
zahalené tetování,service_with_covered_tattoo
Mám tetování na ruce a na noze můžu i tak sloužit v armáda,service_with_covered_tattoo
Můžu být ve službě s tím že mám tetování,service_with_covered_tattoo
Je možné sloužit s označením na těle,service_with_covered_tattoo
Můžu být v armáda se zakrytým tetování,service_with_covered_tattoo
Můžu se sloužit i když mám na těle tetování,service_with_covered_tattoo
Je možné sloužit s tetování zakrytým,service_with_covered_tattoo
Mohu sloužit s tetování,service_with_covered_tattoo
Kde zjistím jak se připravit na fyzické testy,preparation_for_physical_tests
fyzické testy příprava,preparation_for_physical_tests
potřeba na fyzické testy,preparation_for_physical_tests
kolik kliků na fyzické testy,preparation_for_physical_tests
kolik na fyzické testy,preparation_for_physical_tests
jak moc musím být fyzicky zdatný pro fyzické testy,preparation_for_physical_tests
Jak se mohu připravit na fyzické testy,preparation_for_physical_tests
Co mám dělat pro přípravu na fyzické testy,preparation_for_physical_tests
Co mám udělat k tomu abych byl připravený na fyzické testy,preparation_for_physical_tests
Jak se připravit na fyzické testy,preparation_for_physical_tests
Co mám dělat abych se dostal připravený na fyzické testy,preparation_for_physical_tests
Co mohu udělat pro přípravu na fyzické testy,preparation_for_physical_tests
Přijímáte do služebního poměru vojáka z povolání také starší uchazeče,age_upper_limit
maximální věk,age_upper_limit
vyšší věk,age_upper_limit
horní věk hranice,age_upper_limit
starší,age_upper_limit
nejstarší možný věk,age_upper_limit
věk limit pro vstup do armáda,age_upper_limit
Je něco jako věková hranice pro vstup do armáda,age_upper_limit
od kolika můžu do armáda,age_upper_limit
je nějaká věk hranice na vstup do armáda,age_upper_limit
hradní stráž,bmi_for_castle_guard
bmi hradní stráž,bmi_for_castle_guard
štíhlý hradní stráž,bmi_for_castle_guard
postava hradní stráž,bmi_for_castle_guard
hradní stráž uzká postava,bmi_for_castle_guard
mají mít hradní stráž specifickou postavu,bmi_for_castle_guard
vysoký a štíhlý hradní stráž,bmi_for_castle_guard
Jsou nastaveny nějaké limity BMI pro vstup do hradní stráž,bmi_for_castle_guard
Je něco jako hranice BMI pro hradní stráž,bmi_for_castle_guard
Máte nastavené nějaké minimální BMI pro vstup do hradní stráž,bmi_for_castle_guard
Můžete mi prosím říct je-li nějaká hranice BMI pro hradní stráž,bmi_for_castle_guard
musím mít nějakou váhu na hradní stráž,bmi_for_castle_guard
musím být hodně vysoký abych mohl k hradní stráž,bmi_for_castle_guard
je nějaký limit váhy co musím splnit k hradní stráž,bmi_for_castle_guard
výška,height
jak má být voják vysoký,height
jak vysoký má být voják v armáda,height
armáda výška vojáků,height
jak vysocí jsou vojáci,height
jaká je ideální výška,height
Výška vojáka – jak vysoký být,height
Je nějaká výška limitovaná pro vojáky,height
Je něco jako stanovené maximum pro výšku vojáka,height
Existuje nějaká horní hranice pro výšku vojáka,height
Můžete mi říct je-li nějaký limit pro výšku vojáka,height
musím být nějak vysoký na vojáka,height
omluvenka do práce kvůli fyzickým testům,excuse_for_employer
fyzické testy omluvenka,excuse_for_employer
práce fyzické testy,excuse_for_employer
dostanu dovolenou kvůli fyzické testy,excuse_for_employer
fyzické testy a zaměstnavatel,excuse_for_employer
omluvenku pro zaměstnavatele kvůli fyzické testy,excuse_for_employer
Dostanu nějaké volno z práce na fyzické testy,excuse_for_employer
Je něco jako dočasné volno z práce na fyzické testy,excuse_for_employer
Je možné získat nějaké volno z práce na fyzické testy,excuse_for_employer
Můžete mi říct je-li možné získat volno z práce na fyzické testy,excuse_for_employer
dostanu placené volno v práci na testy,excuse_for_employer
Kde můžu absolvovat fyzické testy,location_of_physical_tests
místo konání fyzické testy,location_of_physical_tests
kde se budou konat fyzické testy,location_of_physical_tests
místo fyzické testy,location_of_physical_tests
kam mám jet pro fyzické testy,location_of_physical_tests
fyzické testy kde,location_of_physical_tests
kam na fyzické testy,location_of_physical_tests
Kde se dají provést fyzické testy,location_of_physical_tests
kde můžu udělat fyzické testy,location_of_physical_tests
Kde se provádí fyzické testy,location_of_physical_tests
Kde mohu podstoupit testy zdatnosti,location_of_physical_tests
Kde můžu absolvovat fyzické testy,location_of_physical_tests
Kde se mohu ucházet o fyzické testy,location_of_physical_tests
Kde jsou fyzické testy prováděny,location_of_physical_tests
dlouho budou trvat fyzické testy,duration_of_physical_tests
V kolik hodin fyzické testy přibližně končí,duration_of_physical_tests
doba trvání fyzické testy,duration_of_physical_tests
kdy končí fyzické testy,duration_of_physical_tests
skončí fyzické testy,duration_of_physical_tests
jak dlouho trvají fyzické testy,duration_of_physical_tests
Kolik času zabere fyzické testy,duration_of_physical_tests
Jak dlouho trvá testování fyzičky,duration_of_physical_tests
Kolik času potřebuji na fyzické testy,duration_of_physical_tests
Jak dlouho trvá úspěšné absolvování fyzické testy,duration_of_physical_tests
Jak dlouho trvá absolvování fyzické testy,duration_of_physical_tests
Kolik trvá podstoupení fyzické testy,duration_of_physical_tests
fyzické testy o víkendu,physical_tests_over_weekends
na fyzické testy dostavit také o víkendu,physical_tests_over_weekends
víkend fyzické testy,physical_tests_over_weekends
konají se fyzické testy i o víkendu,physical_tests_over_weekends
fyzické testy přes víkend,physical_tests_over_weekends
víkendové fyzické testy,physical_tests_over_weekends
Dají se dělat fyzické testy i o víkendu,physical_tests_over_weekends
Je možné absolvovat fyzické testy i o víkendu,physical_tests_over_weekends
Lze dělat fyzické testy i o víkendu,physical_tests_over_weekends
Je možné provádět fyzické testy i o víkendu,physical_tests_over_weekends
Můžu absolvovat fyzické testy i o víkendu,physical_tests_over_weekends
jde dělat fyzické testy o víkendu,physical_tests_over_weekends
datum fyzických testů,date_of_physical_tests
termín fyzických testů,date_of_physical_tests
fyzické testy termíny,date_of_physical_tests
jaké dny se konají fyzické testy,date_of_physical_tests
data konání fyzické testy,date_of_physical_tests
Kdy a kde termín fyzické testy,date_of_physical_tests
kdy se konají fyzické testy,date_of_physical_tests
Jak zjistím termín fyzické testy,date_of_physical_tests
Jak zjistím kdy se budou konat fyzické testy,date_of_physical_tests
Jak získám informace o termínu fyzického testování,date_of_physical_tests
Kde najdu informace o termínu testu fyzičky,date_of_physical_tests
Jak můžu získat informace o termínu fyzické testy,date_of_physical_tests
Kde mohu zjistit kdy budou fyzické testy,date_of_physical_tests
Jak najdu datum pro podstoupení fyzické testy,date_of_physical_tests
co když mě vláda pošle do války kam nechci?,voluntariness_of_foreign_missions
budu muset na ukrajinu když vstoupím do armády?,voluntariness_of_foreign_missions
budu sloužit v zahraničí,voluntariness_of_foreign_missions
musím jít na zahraniční mise,voluntariness_of_foreign_missions
budu bojovat na zahraniční mise,voluntariness_of_foreign_missions
zahraniční mise povinnost,voluntariness_of_foreign_missions
zahraniční mise dobrovolnost,voluntariness_of_foreign_missions
Je účast v zahraniční mise povinná,voluntariness_of_foreign_missions
Můžou mě poslat zahraniční mise do zahraničí,voluntariness_of_foreign_missions
Existuje šance že mě pošlou zahraniční mise do zahraničí,voluntariness_of_foreign_missions
Je možné aby mě odeslali zahraniční mise,voluntariness_of_foreign_missions
Můžu být poslán zahraniční mise do ciziny,voluntariness_of_foreign_missions
Bude mi umožněno jít zahraniční mise do zahraničí,voluntariness_of_foreign_missions
Budu mít možnost jet zahraniční mise do zahraničí,voluntariness_of_foreign_missions
musím na zahraniční mise do zahraničí,voluntariness_of_foreign_missions
Jací vojáci slouží v zahraniční mise,foreign_missions_squadron
kdo jde na zahraniční mise,foreign_missions_squadron
z koho se skládá oddíl zahraniční mise,foreign_missions_squadron
kdo slouží na zahraniční mise,foreign_missions_squadron
zahraniční mise vojáci,foreign_missions_squadron
Kdo se posílá do zahraničí zahraniční mise,foreign_missions_squadron
Koho vysílá armáda ČR do cizích zemí,foreign_missions_squadron
Koho pověřují na zahraniční mise,foreign_missions_squadron
Kdo se vysílá za hranice,foreign_missions_squadron
Kdo jsou poslání do zahraničí,foreign_missions_squadron
co musí voják splnit aby ho poslali na zahraniční mise,foreign_missions_squadron
chci jet na zahraniční mise,foreign_missions_squadron
Slouží v ačr také ženy,women_in_army
Slouží v armádě i ženy,women_in_army
armáda a ženy,women_in_army
ženy,women_in_army
ženy v armáda,women_in_army
budu sloužit i s ženama,women_in_army
velí v armáda i ženy,women_in_army
Jsou v armádě i ženy,women_in_army
Můžou se ženy stát vojáky,women_in_army
Jsou ženy přijímány do armáda,women_in_army
Jsou ženy v armáda povolané,women_in_army
Je možné aby ženy sloužily ve vojsku,women_in_army
ženské v armáda,women_in_army
jsou jen chlapi v armáda,women_in_army
jsou v armáda jen muži nebo iženy,women_in_army
Jaké základní podmínky musí splňovat uchazeč o službu v armádě,basic_requirements_for_entering_the_army
základní podmínky pro přijetí do armády,basic_requirements_for_entering_the_army
podmínky pro přijetí,basic_requirements_for_entering_the_army
kdo je úspěšný uchazeč do armáda,basic_requirements_for_entering_the_army
jak se dostanu do armáda,basic_requirements_for_entering_the_army
koho berete do armáda,basic_requirements_for_entering_the_army
Jaké jsou podmínky pro vstup do armáda,basic_requirements_for_entering_the_army
Jaký je požadavek na vojenskou službu,basic_requirements_for_entering_the_army
Jaké kritérium je nutné splnit pro vojenskou službu,basic_requirements_for_entering_the_army
Co potřebuji pro to abych mohl do armáda,basic_requirements_for_entering_the_army
Jaké je nutné splnit podmínky pro vojenskou službu,basic_requirements_for_entering_the_army
civilní a armáda,civil_expertise_and_army_position
budu v armáda dělat to co dělám jako civilní,civil_expertise_and_army_position
práce civilní v armáda,civil_expertise_and_army_position
využiji své znalosti v armáda,civil_expertise_and_army_position
vykonávat civilní profesi i v armáda,civil_expertise_and_army_position
profesi civilní použiji v armáda,civil_expertise_and_army_position
Budu v armáda dělat to stejné co v civilu,civil_expertise_and_army_position
Je možné dělat stejné věci v armáda jako v normální práci,civil_expertise_and_army_position
Budou mé zkušenosti využity stejně jako mimo armáda,civil_expertise_and_army_position
Mohu na vojně vykonávat stejné činnosti jako v civilu,civil_expertise_and_army_position
práce jako civilní,work_in_army_as_civilian
pracovat jako civil,work_in_army_as_civilian
civilní post,work_in_army_as_civilian
práce civilní,work_in_army_as_civilian
občanský zamestnanec v armáda,work_in_army_as_civilian
služba jako civilní,work_in_army_as_civilian
Můžu pro armáda pracovat jako civil,work_in_army_as_civilian
Je možné abych pro armádu pracoval jako občan,work_in_army_as_civilian
Lze ve vojsku pracovat jako civil,work_in_army_as_civilian
Budu s armáda spolupracovat jako občan,work_in_army_as_civilian
Můžu poskytovat služby armáda jako nevoják,work_in_army_as_civilian
již jsem zaslal formulář ale mám tam chybu,changing_already_sent_online_form
změna online formuláře,changing_already_sent_online_form
pozměnit zaslaný formulář,changing_already_sent_online_form
zpětně doplnit formulář,changing_already_sent_online_form
špatně naspaný formulář bych chtěl změnit.,changing_already_sent_online_form
možné opravit již zaslaný online formulář,changing_already_sent_online_form
Můžu vyžádat změnu údajů které jsem už odeslal,changing_already_sent_online_form
Mohu něco udělat s informacemi které jsem už odeslal,changing_already_sent_online_form
Je možnost upravit data která jsem odeslal,changing_already_sent_online_form
Existuje nějaká cesta pro úpravu údajů které jsem odeslal,changing_already_sent_online_form
Je možno změnit detaily které jsem zaslal,changing_already_sent_online_form
mám chybu ve formuláři co jsem už poslal,changing_already_sent_online_form
civilní škola,graduate_of_civilian_school
odchodil jsem normální školu,graduate_of_civilian_school
chodil jsem do civilní školy problém,graduate_of_civilian_school
Vezmete do armáda do služebního poměru i absoloventa civilní univerzity,graduate_of_civilian_school
jen civilní školu,graduate_of_civilian_school
Můžu být přijat do armáda pokud jsem absolvent civilní školy,graduate_of_civilian_school
Můžu se stát členem armáda i když jsem vystudoval univerzitu,graduate_of_civilian_school
Mám šanci na přijetí do armáda pokud nemám vojenskou zkušenost,graduate_of_civilian_school
Můžu nastoupit do armáda bez vojenského vzdělání,graduate_of_civilian_school
mám normální vysokou můžu i tak do armády,graduate_of_civilian_school
chybí volné pozice,no_vacant_positions
žádná volná pozice,no_vacant_positions
Nenašel jsem pozici která by mi vyhovovala.,no_vacant_positions
Žádná z otevřených pozic v armáda není pro mě.,no_vacant_positions
nesplňuji podmínky vzdělání pro žádné otevření pozice,no_vacant_positions
co dělat když mi žádná z otevřených pozic nevyhovuje,no_vacant_positions
Existuje nějaká alternativa pokud žádná otevřená pozice nesplňuje moje potřeby,no_vacant_positions
Jak mám postupovat když nejsem spokojený s nabízenými pozicemi,no_vacant_positions
žádná vypsaná pozice není pro mě,no_vacant_positions
nelíbí se mi žádná práce co nabízíte,no_vacant_positions
Žádná otevřená pozice nevyhovuje mým požadavkům co mám dělat,no_vacant_positions
všechyn nabízené práce se mě netýkají,no_vacant_positions
mám modrou knížku můžu být i přesto vojákem z povolání,blue_book
je modrou knížku problém,blue_book
jak je to s modrou knížku,blue_book
modrou knížku,blue_book
šance na přijetí s modrou knížku,blue_book
co modrou knížku,blue_book
modrou knížku a armáda,blue_book
Můžu nastoupit do armáda s modrou knížku,blue_book
Může mi modrou knížku bránit v nástupu do armáda,blue_book
Jak budu postupovat pokud mám modrou knížku,blue_book
Může mi modrá knížka zabránit ve vstupu do armáda,blue_book
Můžu jít do armáda i když mám modrou knížku,blue_book
Co se stane když mám modrou knížku,blue_book
Co když mám modrou knížku mohu do armáda,blue_book
Můžu nastoupit do armáda i když mám modrou knížku,blue_book
tetování,tattoo
jak je to s tetování obecně,tattoo
tetování v armáda,tattoo
je problém tetování v armáda,tattoo
můžu mít tetování,tattoo
mohu mít kérky,tattoo
mám mnoho tetování,tattoo
přijmout s tetování,tattoo
Můžete mě přijmout do armáda i tetování,tattoo
vadí něčemu když mám tetování,tattoo
můžu být voják i s tetováním,tattoo
co když mám tetování,tattoo
vadí že mám rukávy,tattoo
vadí když mám tetování na ruce,tattoo
jsem dost potetovaný vadí to,tattoo
mám nějaké tetování můžu i tak být voják,tattoo
vadí že mám tetování,tattoo
je tetování problém,tattoo
jsi robot,are_you_robot
seš chatbot,are_you_robot
jsi AI,are_you_robot
jsi umělá inteligence,are_you_robot
jsi člověk,are_you_human
jsi živá,are_you_human
jsi opravdový člověk,are_you_human
seš reálný člověk,are_you_human
chci mluvit s člověkem,speak_to_human
přepoj mě na lidi,speak_to_human
chci si psát s lidma,speak_to_human
nechci mluvit s robotem,speak_to_human
nechci mluvit s chatbotem,speak_to_human
nezajímá mě chatbot,speak_to_human
můžu mluvit s někým opravdovým,speak_to_human
řekni něco,say_something
co povíš,say_something
řekni mi něco hezkého,say_something
napiš něco,say_something
co hezkého mi řekneš,say_something
pověz mi něco,say_something
máš kluka,stupid_question
máš přítele,stupid_question
nechceš se mnou chodit,stupid_question
líbím se ti,stupid_question
máš manžela,stupid_question
máš někoho,stupid_question
nechceš na rande,stupid_question
můžu tě někam pozvat,stupid_question
co děláš dneska,what_doing_tonight
co děláš,what_doing_tonight
co máš dneska v plánu,what_doing_tonight
máš plány na večer,what_doing_tonight
koho mám volit,who_to_vote
koho bys volila,who_to_vote
jak by sis vybrala,who_to_vote
koho si mám vybrat,who_to_vote
sparta nebo slavie,sparta_slavia
